market_id,token_id,question,outcome,category,n_obs,same_day_corr,best_lag,best_lag_corr,abs_best_lag_corr,volume,trade_count
668334,31137419938000709643368829577695340715623256949576873267928554052258430624311,Will Mário da Silva Júnior win the 2025 Guinea-Bissau presidential election?,Yes,,59,0.1884869142639147,4,-0.3901811102519015,0.3901811102519015,11274.734944,11
620984,22839648908956520777253287483032821136312626093702901293466130117901861747475,Will House and Senate pass funding bill by November 30?,No,,40,0.0214217331666697,5,0.3900689595347732,0.3900689595347732,285168.930266,3970
810597,57301738013599011093529301249215684939531236114231997310436122504640943499599,Will turnout in the first round of the 2026 Portuguese presidential election be between 40% and 42%?,No,,32,-0.3899859404956091,0,-0.3899859404956091,0.3899859404956091,159.440181,32
682708,1507744758511144558263623459899956467548763419522526462308518027912401299177,Will Gadi Eizenkot be the next Prime Minister of Israel?,No,,50,0.162516795830023,-5,0.3899055955944219,0.3899055955944219,3282.020598,64
515489,67932028851768755543330196038730858424388517029647623926694802006335613248228,Will Mark Zuckerberg attend presidential inauguration?,No,,38,-0.0530231314988234,6,-0.3897551485963748,0.3897551485963748,229224.487237,0
509438,14677601003313513349624768570578736274712693685006388855010912711218424776761,Will Trump win Wyoming by the largest margin?,Yes,,69,0.3514630799999256,4,0.3897353968304081,0.3897353968304081,120027.361235,0
687171,87832198376686854060456476252089080961304817808465513725853943169015339873489,Will Yoo Jeong-bok win the 2026 Incheon mayoral election?,No,,47,-0.3416506728066602,-3,0.3897086423728366,0.3897086423728366,8324.506499,142
538994,90688701769443131875052416248512218146011614037082812584559469991367855200625,Will the Conservative Party win less than 32% of the vote in the 2025 Canadian election?,Yes,,66,-0.1790480711169884,4,0.3896671195747543,0.3896671195747543,31174.23369,0
789541,93612290939186231742019227887124517685832785921677178655668618680756814433785,Will Nicole Lee Ethington be the Republican nominee for KY-04?,No,,34,0.2505270551465315,2,-0.3895966313840978,0.3895966313840978,78.486665,13
501628,97337793015610370044635243602824168800320387506135081143859809211275713793428,Trump says boden in debate?,Yes,,43,-0.0841205679939916,6,0.3894688167260248,0.3894688167260248,69023.46,0
539202,62639872705165593641752863872932263325207401290830609080138382513339326493403,Trump exits Russia x Ukraine negotiations before June? ,No,,38,0.1416449724070899,4,0.3894217726652142,0.3894217726652142,422744.38938,0
668685,95474474191417848144975748936037341992418991663704257089257001320048665484957,Will Platforma Reupblicana “Nô Kumpu Guiné” win the most seats in the 2025 Guinea-Bissau National People’s Assembly election?,No,,58,0.1137618670749237,7,-0.3892946900311689,0.3892946900311689,20651.15542,399
799958,42430674753657595077753917568029379890244012350018839616887145725991555316764,Will Sarah Adlakha be the Republican nominee for Senate from Mississippi?,No,,33,-0.2291680661494807,1,-0.3892502259085699,0.3892502259085699,35.0,2
703685,99887310671509850314484982285887474127526700724858978238541410696173839762282,Will the Republican Party win the CA-22 House seat?,No,,40,-0.0568946896962688,6,0.3890462695073574,0.3890462695073574,0.0,0
581843,4160710611599455595673140187727213943391345342102567428207271009011694358132,Will Trump meet with Pope Leo in September?,Yes,,34,-0.0054593505384844,-1,-0.388971717841321,0.388971717841321,10744.4342,270
682706,39409206330527880169507414405291721950884951005340760541937649898052386499519,Will Naftali Bennett be the next Prime Minister of Israel?,No,,50,-0.2001082425327099,7,0.3888987833441645,0.3888987833441645,17526.557631,463
631285,60902603618761807406671652337125372947371356201916073821629547971595435109358,Will Apple be the second-largest company in the world by market cap on November 30?,No,,46,-0.044274842398821,-5,-0.3888862271619673,0.3888862271619673,529971.003312,0
734899,107854088234385582918781186092913806448151565913919885972533707869424438940379,Will Donald Trump visit Texas in 2026?,Yes,,34,0.0344412107983985,-2,0.3888611597894132,0.3888611597894132,16.8265,5
512782,33576523331264456786583424365790383183207514943100845816855671483169013269132,Will Steve Daines be the next Senate Majority Leader?,Yes,,52,-0.0061870334008677,6,-0.3888003992480205,0.3888003992480205,3005846.94015,0
677199,14520765668885550605166097437121777778210942801265654096622122953049965952847,Will Chi Ossé win the 2026 New York 8th District Democratic Primary?,No,,46,-0.1393124754274989,-5,0.3886010995649581,0.3886010995649581,103.069887,1
679400,23838838506783914489177497151693453021161751155455981453281425622192020762469,Will Joshua Smith be the Republican nominee for Senate in Iowa?,No,,52,-0.0220461845447626,4,-0.3880092540384732,0.3880092540384732,76.567,3
706184,79153343516917124089830649512161379225749490712157676097737998459949458633341,Will Chris Pappas be the Democratic nominee for Senate in New Hampshire?,Yes,,39,-0.0197290483253159,-6,0.3878216718442434,0.3878216718442434,126.60524,21
581812,67364517263966194193059166615408305370281559627129401184780230488317266920981,Will Trump agree to a tariff agreement with Switzerland in September?,Yes,,34,-0.3708546308392901,-3,-0.3874242864172457,0.3874242864172457,5146.724063,331
515906,31145497499820877317575330868215477913420889772069065993381686266501270999061,Will the SPD win 20-25% of the vote in the German election?,Yes,,86,0.0855258507337961,3,0.3873632705498843,0.3873632705498843,352707.877479,0
734901,35972162436373213146768428430905832353666621308338348629355281032167586446307,Will Donald Trump visit Vermont in 2026?,No,,34,0.3511118123872256,-3,0.3872859597754153,0.3872859597754153,328.736264,10
505103,108228132311061777077163724282056329483592970520260720318113253145287688971179,Will Republicans have between 220 and 224 seats in House after election?,Yes,,110,0.1161835881034051,4,0.3872111350346549,0.3872111350346549,347290.680035,0
528929,98060939537409220443077362709553361046116356650382025935187690554579420692522,Will the Liberals win more than 210 seats in the next Canadian Election?,No,,41,-0.0182864024485398,-6,0.3871784725696625,0.3871784725696625,153277.718714,1157
799421,14097341658304786608579246953005199060471071467082182691187923363592334628755,Will Melisa López Franzen be the Democratic nominee for Senate in Minnesota?,Yes,,33,0.0540992122243257,-1,-0.3871638904159632,0.3871638904159632,131.14,25
677167,72675171154482974856119631841895640440742160807576876752008109046187769821731,Will US GDP growth in 2026 be between 1.5% and 2.0%?,No,,53,-0.0060571749335772,5,-0.3869618925299266,0.3869618925299266,21.058208,3
558335,89827250870045454605393178795792555940841288648355615982156656850559609772960,Will Donald Trump issue 11–13 executive orders in July?,Yes,,36,-0.0321886794584536,6,-0.3868565764512103,0.3868565764512103,883.327692,44
528682,102857659488197747319660577020938530517089274957997256158463458091976918748427,Will the Socialist Party win the most seats in the 2025 Portuguese legislative election?,No,,62,-0.1317483231353123,-3,-0.3868102236679108,0.3868102236679108,824673.521407,0
679260,448826266111111717314718318904706724320823695616314497106018530158445966648,Will Robin Kelly be the Democratic nominee for Senate in Illinois?,No,,52,0.0763169165241706,5,-0.3863916700482401,0.3863916700482401,128.757317,11
507281,108450775792104724002389332814077700669582640491766465659015784856013777693496,Will Trump do a podcast with Hawk Tuah Girl?,No,,48,-0.183277496416416,5,0.3862832825563966,0.3862832825563966,43483.947748,0
700386,1149035573544086041874527819125190113564140121446422447201274802082659056411,Will Carvana announce bankruptcy before 2027?,No,,41,-0.3038626182885725,3,-0.3862828081764204,0.3862828081764204,0.0,0
676456,95885985658968743090455917590712533677294596643922655820601845731729652908450,Will Marco David Rodríguez Badilla win the 2026 Costa Rican presidential election?,No,,54,-0.1062105783026575,4,-0.3862743598784617,0.3862743598784617,2242.500083,30
250860,73244925110503958254268697388772810287486842963270950375559195842443561445819,Will George Santos remain in Congress through June 30?,No,,51,0.163752329365803,-2,0.3862715119312402,0.3862715119312402,8819.53,0
513642,108892728934087586523052985645807910134174412855514023349132633340710988628825,Will Trump declare a national emergency in his first 100 days?,Yes,,60,0.0210169924344484,-6,0.3862253582950491,0.3862253582950491,62002.8265690001,0
734844,37820522853307419797318933075070496878255836473748713690533722888676105946387,Will Donald Trump visit Hawaii in 2026?,Yes,,34,-0.1427359485928457,3,0.3861711087560301,0.3861711087560301,0.0,0
809921,82500022179628591974821787142187150084830060071004514543217403703762970275155,Will Catarina Martins win 2nd place in the 1st round of the 2026 Portugal presidential election?,No,,32,-0.3861585725239312,0,-0.3861585725239312,0.3861585725239312,174.229751,97
506115,18584435579064202715768041950900483282099477309614957318412641550346089455753,Will Pablo Marçal win the 2024 São Paulo mayoral election?,No,,38,-0.0037066509472375,6,-0.3858658279115775,0.3858658279115775,510091.739189,0
700646,14585082197592527615934158199204875348374051202253916904236555597809228586331,Will Michaelangelo Hamilton be the Republican nominee for Senate in Florida?,No,,41,0.2697987797500978,-2,0.3858148374476396,0.3858148374476396,25.0,5
503189,11237287642444246356221471945301925747098521118615029478674880625766930500441,Will Roy Cooper be the 2024 Democratic VP nominee?,Yes,,33,-0.0372630781485461,3,0.3857284259154108,0.3857284259154108,5206054.38,0
505087,8473488337202139196725866842254168855536939211722604552469374154315782283076,OR-05 election: Bynum (D) vs. Chavez-DeRemer (R),DeRemer,,91,-0.3856596750909292,0,-0.3856596750909292,0.3856596750909292,30255.723235,0
681389,92324062579694443119010912841932802480119844343328691725125951958500613142264,Will Jean-Michel Aulas win the 2026 Lyon mayoral election?,Yes,,50,-0.1837250107610919,1,0.3856191809882872,0.3856191809882872,2914.026666,44
666584,99614082333037092687208558716567713030090957483448308443272225419966845884648,Will Trump deport 600-700k people?,No,,60,-0.1154501633398279,7,0.3855961113855858,0.3855961113855858,5.0,2
687686,49037455374690588690492455470667502583342959209744004007782106428938915994202,Will Trump pardon Derek Chauvin before 2027?,Yes,,47,-0.3124554650812204,-4,0.3855782162230833,0.3855782162230833,60.0,8
682655,112372450222817812334286071880993896803487062132748970238534072649281001201559,Will Faya Lansana Millimono win the 2025 Guinean presidential election?,No,,46,-0.0957161462444581,4,-0.3855245955811259,0.3855245955811259,253.9938,9
703686,14880392203916951367210594044346675783187280368615720213876603794661640957466,Will the Democratic Party win the CA-22 House seat?,Yes,,40,0.1050847596423955,3,0.3854911693843739,0.3854911693843739,3.225805,4
692273,104116231405292814347511292364380568035681097689310577926197794977358233927497,Will Tim Walz announce a Presidential run before 2027?,No,,45,-0.2062667801621866,2,-0.3854885378264643,0.3854885378264643,479.574466,3
503178,45301572277273019418161216329855635270565637139964678220897397681825184356822,Will Gavin Newsom be the 2024 Democratic VP nominee?,Yes,,33,0.1111992113323832,2,-0.385420694156756,0.385420694156756,4256455.56,0
630870,36658361636301944946350626333493677081031062692438134395348552977069133544334,Will the Democrats win the New Mexico Senate race in 2026?,No,,83,0.1047328440704663,-4,0.3854159593291618,0.3854159593291618,526.9978,3
670204,408753347964028642974339480373103902633363609557286726102489210013316412817,Will CDS win the most seats in the 2026 Costa Rican Legislative Assembly election?,No,,55,-0.3851385750510588,0,-0.3851385750510588,0.3851385750510588,3383.079,33
669988,105840949229717679065965197370880058552828339426050159819042975549606196559027,Bank of England decreases interest rates by 25 bps after December 2025 meeting?,Yes,,40,0.1640838738286421,2,-0.3850793702287415,0.3850793702287415,27506.084243,168
504072,95823178650727331613915203831778682038645976746731326695569990405131199144192,Fed increases interest rates by 25+ bps after September 2024 meeting?,Yes,,54,0.1253852805957284,7,0.3850148475303681,0.3850148475303681,17625581.465252,0
529306,113245359618061303571604456718240352180523572862953310526462474388704542039969,Will the Liberal Party win the third most seats in the next Canadian Election?,Yes,,40,-0.0999921479924336,-2,-0.3848742891074762,0.3848742891074762,1133690.714838,0
581844,57343749220382027867000441597727450029177844731032610837591569377353690169462,Will Trump meet with Jair Bolsonaro in September?,Yes,,34,0.0476943296170538,-1,-0.3848400532585607,0.3848400532585607,5043.661437,258
535936,20046550658500074279762111981024222005703165870623095261774455695030384914774,Will egg prices be between $4.75 and $5.00 in April?,Yes,,32,-0.3848383119124503,0,-0.3848383119124503,0.3848383119124503,67498.923112,0
676453,105265805383833306683048535859993531541147751357132130693768908225995583354649,Will Douglas Caamaño Quirós win the 2026 Costa Rican presidential election?,Yes,,54,0.0417370731403652,2,-0.3847557474411463,0.3847557474411463,6350.86543,37
679264,64862776226636321050092500454782920008635040506832638548806718802708289698455,Will Robert Palmer be the Democratic nominee for Senate in Illinois?,Yes,,52,-0.0068036133363355,1,0.3847317789301734,0.3847317789301734,75.0,10
704189,37976287848313565841232362135415944872659003162106613731844251505646969177283,Will Gabriel Caceres be the Democratic nominee for PA-03?,No,,40,0.138786090410148,5,0.3845186449879438,0.3845186449879438,20.0,10
670193,24543699458727900025636757748184657006729919619979075425278975428480177688174,Will UP win the most seats in the 2026 Costa Rican Legislative Assembly election?,No,,55,-0.277863361977523,7,-0.3845104493578635,0.3845104493578635,3275.104,37
799988,41940990843696973430463959179399576658523744539948485906056984386920750259819,Will the National Union for Democracy and Progress win the most seats in the 2025 Central African Republic National Assembly election?,No,,32,-0.3843428567353856,0,-0.3843428567353856,0.3843428567353856,4835.657192,97
687304,48584709495717762524857101739829548594145318626034245793741447885315651192360,Will Yoon Hee-geun win the 2026 Chungcheongbuk Province gubernatorial election?,No,,47,-0.384325079134875,0,-0.384325079134875,0.384325079134875,59.0,18
523379,6524612914826345759687328367808959936964025969873267926242369442307114845110,Will JCP win the most seats in the House of Councillors following the 2025 Japan election?,No,,41,-0.2830849041641434,-1,-0.3843034640213746,0.3843034640213746,33053.381,289
687173,16146625442717750592173668866644283954558037697960692857479402066480650182784,Will Bae June-young win the 2026 Incheon mayoral election?,No,,47,-0.1499909358838152,-7,-0.3842866045317341,0.3842866045317341,766.47215,21
679020,90997833546019007990916014938756861651789144262105272333307948825561373623753,Will Éric Zemmour win the 2027 French presidential election?,No,,52,0.1081315648144196,5,-0.3841746217738899,0.3841746217738899,5765.10496,177
676455,15320717895801771427707289282519412576220371605688696999800383691724343173056,Will Claudio Alberto Alpízar Otoya win the 2026 Costa Rican presidential election?,No,,54,-0.0692641008395719,-2,-0.3840959490004642,0.3840959490004642,2445.12889,40
630806,1046980875306043125128331871114794349002409233139736033870402475326170083426,Will the Republicans win the Michigan Senate race in 2026?,Yes,,83,0.3840568466141937,0,0.3840568466141937,0.3840568466141937,13004.769297,84
676461,74625116554669910981503449582594922771296852828271324688725816774496982351971,Will Eliécer Feinzaig Mintz win the 2026 Costa Rican presidential election?,No,,54,-0.1413307123483225,3,-0.3840171854726478,0.3840171854726478,2593.699203,32
695557,23527488931458270373542522838879642337196546203685403538870425011196572389776,BLS delays another CPI release before 2027?,No,,34,0.0531603073543232,-4,-0.3839708330123094,0.3839708330123094,31.69989,8
521306,90064315636331945542250012150374826315525333403643122889624316039205506237456,Will Trump say 'Mexico' 5+ times during the 2025 State of the Union?,Yes,,32,0.383933422037976,0,0.383933422037976,0.383933422037976,264905.057377,0
511365,2763939830236093154277480877219959602204228517947630361935529460854700001803,Will Trump get 82-84m votes in the 2024 U.S. Presidential Election?,No,,49,-0.1885059943118691,6,0.3835342987835975,0.3835342987835975,33629.314264,0
621174,39620403006440508903911977579037537313429898800789517298566897981434510087176,Will Trump invoke War Powers again by October 31?,Yes,,38,-0.112356595869043,4,0.3834747530542752,0.3834747530542752,18003.359942,405
515446,66812141875809414235940512278522288370199790684192242389082173617737821940463,Will Biden pardon Hillary?,Yes,,38,-0.2237829428974041,1,0.383455146241473,0.383455146241473,812585.337411,0
580893,5339302639488186206423482663378985926379574222367204383163355334647101043020,Will Motoristé get less than 3% of the vote in the Czech election?,Yes,,40,0.1109888285185284,-3,-0.3834501467727489,0.3834501467727489,9555.846793,0
556128,87936795015704637797520234905140609931382051763183096493633914664069287760031,Chuck Schumer out as Senate Minority Leader by October 31?,No,,35,0.0220034884409907,4,0.3832479827834866,0.3832479827834866,12061.839294,215
824260,50252300898375978140712321807178556639478099096013757990329224333771594910605,Will Greg Hull win the 2026 New Mexico Governor Republican primary election?,Yes,,31,-0.0268527810592546,-1,0.3831007314956201,0.3831007314956201,74.0,14
580888,6309034510010996714071572704812934489398223394711064718781261577138158272229,Will STAČILO! get less than 5% of the vote in the Czech election?,No,,40,-0.0881743523375808,-4,-0.3830928592019058,0.3830928592019058,29643.460748,0
695093,25731548326832142090053193932536190937673324331500944063815017049245323276550,Will Brad Hoylman-Sigal be the democratic nominee for NY-12?,No,,44,0.3250937074919081,-7,0.382978503382957,0.382978503382957,112.59,0
799982,61906352009926629820763078760693672609767768850922235085226284537681392736815,Will the United Hearts Movement win the most seats in the 2025 Central African Republic National Assembly election?,Yes,,32,-0.3829758855056532,0,-0.3829758855056532,0.3829758855056532,3866.281616,197
535714,30151420953293503836792285943266177901113600560691477690609652339482498011812,Will the candidate from the New Reform Party win the South Korean Presidential Election,No,,55,0.3047257891543154,-3,-0.3829693466159328,0.3829693466159328,1303961.085393,6182
511357,2651425598317328315442230106012773750367046655433704794517988922873558025883,Will Trump get 66-68m votes in the 2024 U.S. Presidential Election?,No,,49,-0.1839852062751448,6,0.3828549129127166,0.3828549129127166,1911751.165551,0
669991,32225747825393034132296096914450463887017435889212749920179650934047078567352,Bank of England decreases interest rates by 50+ bps after February 2026 meeting?,No,,58,0.1426626008806006,5,-0.3828017931692082,0.3828017931692082,498.69302,46
809550,33673328020005574438282556540665963565102127025919095741467416505189280937466,Will Jorge Pinto win the 1st round of the 2026 Portugal presidential election?,Yes,,32,-0.2683259621613329,-1,-0.3827511372266158,0.3827511372266158,739.894,135
681391,73445171986036678962708656729095794391188100799486836275265021070322795982302,Will Anaïs Belouassa-Cherifi win the 2026 Lyon mayoral election?,Yes,,50,-0.0271640991440616,4,0.3827132402040719,0.3827132402040719,690.110186,30
555436,62074828676495844386448901459436507431975435156951659125503158990320414495960,Trump and Elon publicly reconcile before August?,Yes,,36,0.1320282928042355,-1,0.3826466297089919,0.3826466297089919,40344.337951,513
255331,75749360170704542613633749321305405022413513331890426232312265113268800860499,Will Garvey win the California Senate Primary by between 0-2% of the vote?,No,,36,0.3826259439284092,0,0.3826259439284092,0.3826259439284092,37592.34,0
501706,42219687281955458891535851486764320007608908546090641416394576524857598083301,Will another person be the next President of Iran?,No,,47,0.2906072724543387,-3,0.3825477477523832,0.3825477477523832,39807.48,0
701344,31080979437435071496997623905310635639758283524873056002033139103869511431200,"Will Trump say ""N Word"" in December?",No,,37,0.2066105425720572,3,0.3822822512098636,0.3822822512098636,10313.283802,313
701351,103839380514620495343790506538589568208054495140619169833166742330145376208073,"Will Trump say ""Knucklehead"" or ""Numbskull"" or ""Numskull"" in December?",No,,37,-0.0273078676766699,6,-0.3822720674494336,0.3822720674494336,110.005785,47
809565,40937323420837393671561143988231746384568206544669259695112740413094677550033,Will Catarina Martins win the 1st round of the 2026 Portugal presidential election?,Yes,,32,-0.0654577063269168,-2,-0.3821646074537559,0.3821646074537559,739.894,162
679501,84646096162112646382757875914229171082698639603195504515246092996016889519601,Will Ahn Cheol-soo win the 2026 Gyeonggi Province Gubernatorial Election?,No,,52,0.0976881634120857,5,-0.382089309597498,0.382089309597498,84.024665,12
678936,101007540960902323762422808612297917489769088961021879608370707129568423624568,Will Park Hong-keun win the 2026 Seoul Mayoral Election,No,,52,0.0891117303274359,-2,-0.3820802846093927,0.3820802846093927,1710.67425,247
501797,86118448320312649943510244380576081187703257831288564164976964871918466463296,Will Conservative Party win 125-139 seats in the next UK Election?,No,,41,0.1430031325073951,-1,0.3820197677119434,0.3820197677119434,25266.89,0
679398,50085704858853750236563271778399998230994358571879522436710661435670731302093,Will Jim Carlin be the Republican nominee for Senate in Iowa?,No,,52,-0.0313485534656242,4,-0.3819930427745943,0.3819930427745943,41.567,1
589090,78514475777635989105738485500241223475795238950354557463430217453943270325501,Will Andrew Cuomo get less than 15% of the vote in 2025 NYC mayoral election?,Yes,,83,-0.104812527589429,1,-0.3819391049003598,0.3819391049003598,58493.429708,0
799456,72464658183684918677769231282754002887980747203452152527688132538489526779702,Will Dan Innis be the Republican nominee for Senate in New Hampshire?,No,,33,-0.2140291351688986,1,-0.3817932565817443,0.3817932565817443,70.0,16
668335,4706383492393241107150557077060045707409276968391482929287854470032556330552,Will Herculano Armando Bequinsa win the 2025 Guinea-Bissau presidential election?,Yes,,59,0.0283960614326981,5,0.3817313832533109,0.3817313832533109,8008.881099,8
641769,104186797486634922882039659043251059270915778073356605448905656754606544725766,Will Donald Trump rank in Google’s Top 5 Most Searched People of 2025?,Yes,,38,-0.2326063370355981,6,0.381636047297905,0.381636047297905,2580870.403965,0
666610,67944034066787455670180982083286095776087580086401908006216092716375991941168,Will Trump meet with Pope Leo XIV in 2026?,No,,60,0.013002089935793,-4,0.3816111817232744,0.3816111817232744,5.0,6
686122,108054592060808479303370270554306028883916458239782628449790057811735078958789,Lighter market cap (FDV) >$1B one day after launch?,Yes,,47,-0.0774502094973909,7,0.3813041199415198,0.3813041199415198,5469527.564617,6697
665597,65563221061512939698941763719954551187780618748329762215321995553893826596315,Will Virgil Alexandru Zidaru finish second in the 2025 Bucharest mayoral by-election?,Yes,,31,0.0543782899692899,1,-0.3813019764486465,0.3813019764486465,290916.453581,229
511374,59749390010983138898159473660466900856378934573434341487227677259277574221342,Will Kamala Harris get  72-74m votes in the 2024 U.S. Presidential Election?,Yes,,48,-0.202064951767691,-1,0.3812795204277558,0.3812795204277558,15603.997368,0
687426,31822061374462131695517583398967119857496606423169716082969971946507327592886,Will Lee Chul-gyu win the 2026 Gangwon Province gubernatorial election?,No,,47,-0.3812705654661398,0,-0.3812705654661398,0.3812705654661398,210.738314,42
665370,48666726557007585081381865213426517317614787545431803238606513829409546486482,Will Trump's approval rating hit 30% in 2026?,No,,60,-0.0930219779574468,-6,0.3810932557585077,0.3810932557585077,35.0,0
529266,80324032909812940076931650811948415181312002484943673817576576828677624882952,Will the PPC win 1 seat in the next Canadian Election?,No,,40,-0.0322151226976255,-7,0.3809724375184232,0.3809724375184232,90620.14878,883
669660,44217754360633979680316989769899520588351517398269898942558308875588541304698,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,No,,52,-0.1707847404913443,7,0.380955619739677,0.380955619739677,3784.33521,173
679397,111788271199891117965659952100100488789460001423370956620076127324305334542584,Will John Berman be the Republican nominee for Senate in Iowa?,No,,52,-0.0302103953061919,4,-0.3808540644565894,0.3808540644565894,12.6718,1
540941,96515095551764881988734106196517025805382384238189613680195733201204477976122,Will Donald Trump issue 35-39 executive orders in May?,No,,39,0.1096556037051157,7,-0.38057265954616,0.38057265954616,11603.677921,249
695090,22859689715386335512031248884441724074949908280272207429853432301977076893931,Will Chelsea Clinton be the democratic nominee for NY-12?,Yes,,44,-0.2430383257506975,7,0.3805701425034076,0.3805701425034076,112.59,0
251825,73637917024278568699383638572664292877691949076040066040165105144568893884258,Will the Fed raise interest rates by 25 bps after its September meeting?,Yes,,62,0.2025151150600818,5,-0.3805147897796115,0.3805147897796115,33764.27,0
552989,95528994884912500616599589075644272173863799297587704409462155179467361139251,Will Andrew Cuomo win Manhattan in the New York City Mayoral Democratic Primary?,Yes,,36,-0.0673347362236945,-2,0.3804281156136724,0.3804281156136724,37589.400256,265
789958,36129802568136156828301789412090649184231016492212402989310573416196620867826,Will FW win the most seats in the 2026 Berlin state elections?,No,,33,-0.0295449240335959,-2,-0.3802684969191814,0.3802684969191814,482.675,34
670211,97962080494822913316800785123362601435394072433805706851738711278200985074823,Will PCU win the most seats in the 2026 Costa Rican Legislative Assembly election?,No,,55,-0.2969181662296449,7,-0.3802427881947798,0.3802427881947798,3507.407,31
510529,5162488249230881086665041868993066324456189785600672236241868670531939370673,"Will there be 165,000,000-170,000,000 votes cast in the U.S. Presidential Election?",Yes,,54,0.1145476315715872,3,-0.3802179161783878,0.3802179161783878,4583437.261393,0
523382,96183386883550829636441127060031082475604984815193584102299608541975543590665,Will Mintsuku win the most seats in the House of Councillors following the 2025 Japan election?,Yes,,41,-0.0904842092739814,-3,-0.3802059061904376,0.3802059061904376,23184.236,191
679022,55404192439775628931124671719520886657525387168536821457706619003199189099864,Will David Lisnard win the 2027 French presidential election?,Yes,,52,-0.0774015981549326,-6,0.3800253829724241,0.3800253829724241,6692.632695,171
552010,100216035506370885833358335506608824381822652215349175329294736208801077903274,Will Brad Lander finish third in the 2025 New York City Mayoral Democratic Primary?,Yes,,40,-0.0347889377720953,5,-0.3799437476397641,0.3799437476397641,33406.621266,480
515563,71495561421471879762624201420340585845357086537846498422048303725781795992944,Will Biden issue more pardons than Trump?,Yes,,37,-0.2269389453928769,2,-0.3798583178908571,0.3798583178908571,477911.198087,0
580886,2209669911146440170940241982763020399799369310690505198400950454506877546127,Will Piráti get between 11% and 14% of the vote in the Czech election?,No,,40,0.1737453827165528,-4,0.3798435397224869,0.3798435397224869,24551.891966,228
670203,13565251193367305394392009945223029799621675478016265671541753413645012560363,Will UCD win the most seats in the 2026 Costa Rican Legislative Assembly election?,No,,55,-0.1670778121652844,1,-0.379572137775412,0.379572137775412,3261.487,32
692263,34200455719157926482842336744225424772828556907793436823619465682346888710678,Will Wes Moore announce a Presidential run before 2027?,No,,45,-0.0308130831183804,-3,0.3795631953242933,0.3795631953242933,1913.0,29
513243,101817462354905931601933116411548472478154798256292427056262386774292659346257,"Will Trump say ""MAGA"" 4 or more times during his inauguration speech?",Yes,,65,-0.0778983670809511,4,-0.3795149052789823,0.3795149052789823,245526.489301,0
509148,102210897228085361888447861510034701330964487868334269646957327026859145967445,Will the Republican candidate win Georgia by 1.0%-2.0%?,No,,45,0.3794934510747624,0,0.3794934510747624,0.3794934510747624,32077.345844,0
250108,4718465234439189279273769345494250000204217112963356079075323853214184613158,Will Biden or DeSantis file to run for president first?,DeSantis,,32,0.0340276222605512,1,0.3793588929769067,0.3793588929769067,2913.74,0
628955,36038186568927998467509291483985866554521847803798174147820946484272760262519,Will Tom Steyer win the California Governor Election in 2026?,No,,48,-0.0864465514004592,-2,-0.3792634203719138,0.3792634203719138,104.024035,8
523376,50857578605563548819514239028010449154974582368758934385644177674458229704886,Will CDP win the most seats in the House of Councillors following the 2025 Japan election?,Yes,,41,0.2007554452527591,-7,0.379008875595997,0.379008875595997,132485.834126,1017
703738,23311914910510023962498785084089362879667198236927871757418863800169898732819,Will Christina Henderson win the 2026 Democratic D.C. Mayoral Primary?,No,,40,-0.1609833920372036,1,0.3789336961068086,0.3789336961068086,966.0,33
507231,60764250132267796097459321287609493328430067579637840006491816701080581370220,Will the Republican candidate win Pennsylvania by 2.0%-2.5%? ,Yes,,78,0.0275838095047507,3,0.3788787570807128,0.3788787570807128,695655.141309,0
692305,109467519221237225523414224959590851936593181294416969697503352182758197392036,Will Nikki Haley announce a presidential run before 2027?,No,,45,0.1674360375512779,-6,-0.3788311505168181,0.3788311505168181,40.0,13
253033,20967142862657482331098980520965701191002758464505088310815242380797063661968,Biden drop out of presidential race in 2023?,Yes,,49,-0.0143460277981416,-3,-0.3787535302377269,0.3787535302377269,19874.5,0
676711,61751887147679890505957160704149688367827012218488379699505996467267147357681,Will Microsoft be the largest company in the world by market cap on March 31?,No,,53,-0.3551363696971466,6,-0.3786794099491657,0.3786794099491657,13510.40859,451
704003,40551308792363829137667327488025343105891683937406702583668939897296714407119,Will Dominick Pangallo be the Democratic nominee for MA-06?,Yes,,40,0.1201381277276602,7,0.3786781945066569,0.3786781945066569,82.0,3
679257,2510357701856965194105791435594022712942767890693716976702033361029448377201,Will Awisi Bustos be the Democratic nominee for Senate in Illinois?,No,,52,0.0725444842370623,5,-0.378624560463365,0.378624560463365,80.0,10
679152,46910925591556647932578435086499029418059347173200603145665808737103879632174,Will Park Heong-joon win the 2026 Busan Mayoral Election?,No,,52,-0.150867005479051,-6,-0.3786149407651017,0.3786149407651017,414.094338,19
788435,39409115623084219128636088533236171175430911648557709087707132928352186980993,Will Jared Randall be the Democratic nominee for Senate in Kentucky?,No,,34,0.2422252100511178,-1,0.3785746020335195,0.3785746020335195,110.0,2
810596,88876272375637089710758079663061507767355882245563000047653456162422584167537,Will turnout in the first round of the 2026 Portuguese presidential election be between 38% and 40%?,No,,32,-0.3784551539033297,0,-0.3784551539033297,0.3784551539033297,194.21368,45
690204,58154647293006580716141871248720424670235954918002758656321872037220737257758,Will the Fed’s lower bound reach 1.0% or lower before 2027?,Yes,,47,-0.0949741538232355,-2,0.3783758595238217,0.3783758595238217,30.608325,5
